mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom,bbbp
gdb_1560,CCOC(C)C=O,6.1447,1.30461,1.13324,2.8558,61.87,-0.2532,-0.0264,0.2268,1048.3564,0.144791,-346.860539,-346.851712,-346.850768,-346.894502,29.742,-1565.5038056191,-1575.073317869,-1584.557488895,-1455.559208747,0.991321
gdb_24753,c1c(nc[nH]1)C(=O)C#N,3.75242,1.24027,0.93217,8.161,69.28,-0.267,-0.0866,0.1804,1129.7592,0.079523,-431.726111,-431.718849,-431.717904,-431.758554,25.765,-1365.00150243,-1371.110302545,-1377.627611019,-1281.9789241851,0.36498135
gdb_20262,C1C2C3C4C1C2CN34,4.02984,2.74737,2.48016,1.6653,69.15,-0.235,0.1025,0.3375,658.0407,0.147153,-326.697403,-326.692455,-326.69151,-326.72604,22.096,-1684.0339806291,-1696.0388553081,-1705.521771316,-1568.5095737291,0.9971456
gdb_11549,COC(=O)CC1CN1,4.16505,1.26441,1.07553,2.1318,65.15,-0.2472,0.0086,0.2559,1119.3943,0.141791,-401.001286,-400.992658,-400.991714,-401.035674,29.636,-1601.3715925501,-1611.065979091,-1620.549522608,-1488.943942565,0.9636554
gdb_21279,Cn1cnc(n1)OC,6.98535,1.35918,1.15435,2.6809,64.36,-0.2246,0.0135,0.2381,1017.8932,0.120156,-395.999866,-395.992138,-395.991193,-396.032311,26.641,-1439.948039845,-1448.429451489,-1456.726375487,-1339.311911479,0.0344543
gdb_189,c1coc(=O)o1,9.39188,4.18355,2.8943,4.4195,36.02,-0.253,0.0027,0.2556,406.9334,0.050756,-341.145624,-341.141349,-341.140405,-341.173218,15.099,-885.430886725,-889.858590229,-894.006424719,-833.844626853,0.42231885
gdb_9348,CCCNC(=O)OC,6.33792,0.8343,0.79894,2.2456,69.75,-0.247,0.0645,0.3115,1496.5623,0.164195,-402.249257,-402.239277,-402.238333,-402.285702,33.523,-1756.633006875,-1767.2561067361,-1777.925642263,-1632.125181131,0.9973598
gdb_27346,CC1=CC(=N)N=C(O)N1,2.01387,1.83091,0.96478,5.2416,77.37,-0.2054,-0.006,0.1994,1169.607,0.126271,-434.130903,-434.122807,-434.121863,-434.163458,30.797,-1618.32688573,-1627.4665543151,-1636.3564743181,-1508.6326649491,0.9046614
gdb_20024,CCN1CC1C1CN1,4.72601,1.11628,0.98589,0.6192,76.93,-0.2214,0.0772,0.2986,1242.1221,0.177294,-345.122626,-345.114072,-345.113128,-345.156185,31.475,-1801.575828964,-1813.9829369121,-1825.245468444,-1668.775471785,0.14962694
gdb_2435,OC12CC3CC1C23,5.33869,2.82285,2.42413,1.1259,59.95,-0.2393,0.0812,0.3205,601.6966,0.126184,-308.459279,-308.453652,-308.452708,-308.48816,23.1,-1450.728016956,-1460.529080027,-1468.827259043,-1351.22140479,0.9655424
gdb_12275,CC1C(O)CC1CO,2.80996,1.56041,1.33339,0.7125,70.91,-0.249,0.0727,0.3217,1031.7718,0.176122,-386.120933,-386.111869,-386.110925,-386.154197,33.713,-1824.712713303,-1836.799791661,-1848.062323193,-1691.831407463,0.931501
gdb_27099,Cc1c(ocn1)NC=N,2.72726,1.35515,1.07122,3.5048,72.94,-0.2354,0.006,0.2413,1146.6861,0.125002,-434.100609,-434.091979,-434.091035,-434.135167,30.437,-1599.317128084,-1608.121706863,-1617.011626866,-1490.8798078301,0.989349
gdb_5214,CC#Cc1cocn1,9.22048,0.9995,0.90686,1.4911,71.96,-0.2258,-0.0118,0.2139,1218.5021,0.095849,-361.471902,-361.464487,-361.463543,-361.505713,25.266,-1406.5394606851,-1413.4414321761,-1420.552991673,-1320.7476852231,0.8030757
gdb_18467,OCC1C2NC(=O)C12,3.92312,1.51994,1.40716,3.0629,61.43,-0.2464,0.007,0.2534,909.4115,0.119215,-399.77883,-399.771495,-399.770551,-399.810938,27.054,-1462.1210703601,-1470.8497205501,-1479.147272057,-1361.633661627,0.932392
gdb_26253,Cc1cnc(o1)N(C)C,3.77241,1.13541,0.89033,1.8504,81.78,-0.1856,0.0357,0.2213,1332.7442,0.158921,-419.245762,-419.236201,-419.235256,-419.280387,33.754,-1838.663493391,-1849.550147032,-1860.218427541,-1710.519880501,0.90998375
gdb_5272,c1cn(cn1)CCO,6.77574,1.07967,1.0022,3.7699,66.02,-0.2225,0.0307,0.2532,1141.0,0.132256,-379.946277,-379.93855,-379.937606,-379.979293,27.302,-1554.924631388,-1564.2958507941,-1573.186398306,-1448.269436694,0.99036855
gdb_24247,C1C2CC3=C(NC=C3)N12,3.8564,1.62152,1.24623,0.9242,78.54,-0.1821,0.0505,0.2325,985.2697,0.140111,-380.875243,-380.86866,-380.867716,-380.905888,27.337,-1743.177958897,-1754.156856361,-1763.639772369,-1626.1638456311,0.1166725
gdb_9230,COC(=NCC#C)N,4.46534,1.20581,1.06947,1.3985,68.76,-0.2347,0.0432,0.2778,1119.6273,0.128871,-379.890537,-379.881514,-379.88057,-379.924195,32.196,-1519.947279728,-1528.50524747,-1537.395794982,-1413.694945812,0.12652363
gdb_21242,COc1c(nn[nH]1)N,3.44468,2.01391,1.3247,3.6547,60.09,-0.2137,0.0108,0.2245,879.2849,0.108514,-412.016264,-412.008543,-412.007599,-412.04878,27.135,-1301.633761083,-1309.230385037,-1316.9349405391,-1207.419559823,0.9364982
gdb_28398,NC1=NC=C(N)C(=N)O1,3.27745,1.44871,1.00644,1.8645,76.9,-0.1834,-0.0215,0.1619,1108.2071,0.114875,-450.17248,-450.164556,-450.163612,-450.20454,30.921,-1495.812656079,-1504.171075959,-1512.467999957,-1392.18519231,0.16562158
gdb_20539,CC(C)c1c[nH]nn1,4.4257,1.50502,1.22433,3.9555,69.53,-0.2492,0.0027,0.2519,1001.8445,0.143338,-360.054168,-360.046382,-360.045438,-360.086802,28.625,-1610.3562664121,-1620.5790155311,-1630.062559048,-1496.723799147,0.8660684
gdb_1734,CC1(CC#C)CN1,5.18147,1.77074,1.6107,1.8187,66.0,-0.2432,0.0542,0.2975,819.9171,0.13536,-288.584029,-288.57636,-288.575416,-288.61556,28.503,-1516.738826211,-1526.1470686481,-1535.038243669,-1412.1575487621,0.7300465
gdb_8314,CCOC1CC(O)C1,3.74223,1.25674,1.14195,2.4254,72.08,-0.2477,0.079,0.3268,1148.8634,0.176153,-386.12145,-386.112784,-386.11184,-386.154922,32.318,-1825.037135456,-1837.373962396,-1848.636493928,-1692.286351488,0.9621583
gdb_14207,CC12CC3CC1C23O,2.7892,2.37169,1.8454,1.1378,71.7,-0.2286,0.0739,0.3025,823.071,0.154027,-347.752653,-347.74538,-347.744436,-347.783521,29.068,-1730.6321714601,-1742.0666404581,-1752.14317998,-1609.8743395001,0.016230548
gdb_25803,Cc1cnc(o1)C(=O)C,4.08027,1.11027,0.8823,3.0483,76.76,-0.2483,-0.0606,0.1877,1289.7427,0.123069,-437.950904,-437.942127,-437.941183,-437.985147,30.653,-1666.251003078,-1674.963965543,-1683.853885546,-1557.976207655,0.35548547
gdb_16247,CC1OCCC11CN1,2.85049,2.16585,1.47915,1.0519,71.0,-0.2432,0.0741,0.3173,908.7699,0.166701,-365.043934,-365.036253,-365.035308,-365.076492,29.374,-1764.466829231,-1776.533199792,-1787.20210781,-1637.775899676,0.87769336
gdb_25044,N=C1OC=C(C=C1)C#N,5.57918,1.04198,0.878,1.7665,78.4,-0.2414,-0.0774,0.1639,1205.4241,0.091048,-415.654017,-415.646864,-415.64592,-415.685921,26.693,-1468.3660399281,-1475.432418777,-1482.543350765,-1378.627860365,0.7062655
gdb_22894,CC1CCC(=NO)C1=O,2.79781,1.33076,0.94224,2.5123,77.6,-0.2304,-0.0654,0.165,1234.0406,0.146917,-439.076895,-439.068091,-439.067147,-439.11055,32.836,-1744.968869583,-1755.441994793,-1765.517906806,-1622.9541370961,0.9220021
gdb_13966,O=CNC12CC1CC2,4.93001,1.40432,1.31244,3.6092,69.96,-0.2395,0.0278,0.2672,972.8277,0.142994,-363.857547,-363.850082,-363.849138,-363.889753,27.977,-1647.849929162,-1658.274736179,-1667.758279696,-1534.309078211,0.932176
gdb_21935,c1c(n[nH]c1O)CO,5.31696,1.31014,1.08066,1.918,59.9,-0.2156,0.0366,0.2521,1028.2029,0.10799,-415.866527,-415.858806,-415.857862,-415.898908,27.828,-1368.547555789,-1376.144807252,-1383.8493627541,-1274.6088309801,0.48860773
gdb_15074,COC(C=O)C1CN1,2.48501,1.78747,1.17425,2.6509,65.92,-0.2444,-0.0366,0.2078,1033.9033,0.14044,-400.960132,-400.951404,-400.95046,-400.994111,30.128,-1575.547087164,-1585.1787228051,-1594.662266322,-1462.862785998,0.17784902
gdb_2248,CC12CC1CC2=O,3.68098,3.10978,2.01821,3.1281,61.82,-0.237,-0.0047,0.2322,673.7932,0.124635,-308.51707,-308.510408,-308.509464,-308.547438,24.921,-1486.992389575,-1496.143980831,-1504.442159847,-1388.418883292,0.9723965
gdb_17294,CC12OCC1C1CC21,3.19451,2.41074,1.90156,1.7537,70.35,-0.2415,0.0745,0.3159,790.1922,0.154294,-347.749344,-347.742527,-347.741583,-347.779771,27.708,-1728.555744179,-1740.276357281,-1750.352896803,-1607.52118075,0.933982
gdb_8356,CC#CC12CC(C1)O2,6.21484,1.07182,1.06756,1.9973,76.15,-0.2327,0.0239,0.2566,1169.9281,0.129275,-346.510813,-346.503031,-346.502086,-346.54468,28.131,-1579.218014814,-1588.5559762431,-1597.445896246,-1473.7130441171,0.9007059
gdb_21887,c1cc(nnc1O)O,5.86334,1.6105,1.26346,1.4255,59.64,-0.2354,-0.0515,0.1839,865.9959,0.085659,-414.695732,-414.689624,-414.688679,-414.725833,23.767,-1261.714776048,-1268.54709404,-1275.065030023,-1179.716292491,0.9770354
gdb_1800,CC(=O)C1(C)CO1,3.77074,2.61256,1.80933,1.7933,57.34,-0.2466,-0.0235,0.2232,726.1598,0.122083,-345.658421,-345.650583,-345.649638,-345.690561,27.503,-1439.015561471,-1447.428574634,-1455.726126141,-1341.297977464,0.22246668
gdb_11982,CC1(O)C2OC2C1=O,2.69473,2.38017,1.78449,1.4187,57.64,-0.2422,-0.035,0.2073,778.7019,0.10444,-419.642631,-419.635046,-419.634102,-419.674209,27.958,-1388.9259105641,-1396.60913076,-1404.313686262,-1294.8434861941,0.5513596
gdb_16165,OCC12CC1OC=N2,4.5374,1.69936,1.44469,1.7862,60.3,-0.2482,0.0072,0.2554,856.8408,0.119918,-399.786076,-399.77922,-399.778276,-399.817338,25.913,-1466.668000574,-1475.697227575,-1483.994779082,-1365.649719227,0.033401575
gdb_15535,CC1=NCCN1C=O,3.52222,1.94151,1.28133,2.8498,68.74,-0.2391,-0.015,0.2241,921.6476,0.13147,-379.970592,-379.962791,-379.961847,-380.003545,27.421,-1570.182512723,-1579.507296463,-1588.397843975,-1463.487784962,0.98458844
gdb_19240,NC1C2NC2C1C#N,3.22296,2.01203,1.58117,4.653,65.18,-0.2419,0.0261,0.268,827.6956,0.120904,-358.802771,-358.795676,-358.794732,-358.834054,26.915,-1452.945006253,-1461.824258603,-1470.12181011,-1351.835736101,0.040117674
gdb_23281,CC1=CC2NC1C2=NO,3.04597,1.25017,1.13029,2.2289,78.22,-0.2192,0.0001,0.2194,1146.3111,0.135973,-417.908754,-417.900672,-417.899728,-417.941324,31.047,-1627.530560233,-1637.5681941971,-1647.051110205,-1511.4683781201,0.6081305
gdb_7113,CCNC(=O)NC=O,7.10654,0.91612,0.83607,6.4203,65.5,-0.2497,-0.0061,0.2436,1345.8341,0.129391,-417.117898,-417.108654,-417.107709,-417.154239,30.907,-1525.9425007141,-1534.361161458,-1543.251081461,-1421.117749773,0.9870531
gdb_7313,CC(=O)N(C)CC=O,3.9569,1.20513,0.99653,3.959,67.16,-0.2438,-0.0309,0.2129,1163.8872,0.13906,-401.035471,-401.025972,-401.025028,-401.070871,31.858,-1622.822987715,-1631.970813917,-1641.454357434,-1511.030376838,0.4300459
gdb_3004,COC(=O)N1CC1,6.30379,1.91604,1.56163,2.2184,55.3,-0.2574,0.0324,0.2898,784.5381,0.112985,-361.717972,-361.710635,-361.709691,-361.749881,24.717,-1327.780178586,-1335.618393505,-1343.323576516,-1236.295013967,0.3226004
gdb_22008,CC(=NO)c1cc[nH]c1,4.22093,1.01169,0.82025,2.6965,81.74,-0.199,0.0011,0.2001,1342.0723,0.136226,-418.010735,-418.001889,-418.000944,-418.04545,32.484,-1691.5245555621,-1701.08277265,-1710.565061149,-1576.808380254,0.5612653
gdb_23705,Cc1ccc(cn1)F,5.69109,1.47698,1.18119,1.8387,66.87,-0.2474,-0.0298,0.2176,948.3802,0.107754,-386.753116,-386.746287,-386.745342,-386.784752,25.149,-1486.101326795,-1494.259571304,-1501.963499297,-1392.3464621231,0.84085566
gdb_4498,Cc1cc(c([nH]1)O)O,3.77509,1.67725,1.17275,1.2954,64.97,-0.1677,0.0576,0.2253,980.375,0.118091,-399.828661,-399.820309,-399.819365,-399.860964,30.592,-1493.3904713391,-1501.480944876,-1509.778496383,-1393.0254268611,0.12329143
gdb_11691,O=C1NC2(CC12)C#C,5.49985,1.47309,1.31231,3.4182,66.5,-0.2462,-0.0087,0.2374,898.3426,0.094787,-361.418361,-361.411512,-361.410568,-361.449237,26.338,-1372.942001316,-1380.199142901,-1387.310702398,-1285.308486939,0.9019193
gdb_8344,N#CCC12CC(C1)O2,5.00528,1.44207,1.35957,4.7947,65.38,-0.2519,0.0282,0.2801,919.3197,0.118868,-362.608058,-362.601123,-362.600179,-362.639635,25.987,-1491.6359561751,-1500.616237474,-1508.913788981,-1391.071363835,0.65119076
gdb_8738,CC(C#N)C(N)C#C,3.77086,1.32872,1.16864,3.4107,70.62,-0.2579,0.0171,0.275,1042.6073,0.129022,-342.758421,-342.749375,-342.748431,-342.791824,32.62,-1573.719153447,-1582.263315991,-1591.153863503,-1467.562828408,0.05727254
gdb_7059,CC(CC#C)CC#N,6.07081,0.90964,0.85,3.6033,74.58,-0.2741,0.0194,0.2934,1313.4602,0.140144,-326.717261,-326.708171,-326.707227,-326.751188,32.459,-1696.4950543511,-1705.9007867521,-1715.384330269,-1584.2901700611,0.9842704
gdb_27830,Cc1[nH]c(=O)nc(n1)O,2.04248,1.93411,0.9996,3.9216,66.67,-0.264,-0.0484,0.2156,1103.2804,0.102769,-470.104397,-470.096721,-470.095777,-470.137222,27.956,-1465.360899327,-1472.986388695,-1480.690316688,-1368.951044076,0.62324774
gdb_22690,CC(=NO)C#CC1CO1,5.75227,0.59077,0.55738,1.5063,85.33,-0.2316,-0.0362,0.1954,1916.1112,0.121091,-437.790131,-437.780359,-437.779415,-437.827141,33.36,-1565.364498621,-1573.453089631,-1582.343009634,-1458.826020601,0.007898307
gdb_21224,Cc1conc1NC,3.22012,1.89336,1.2124,3.5463,67.61,-0.217,0.0129,0.2299,979.5832,0.130813,-379.918201,-379.910149,-379.909205,-379.950672,28.851,-1537.306688704,-1546.473967685,-1555.364515197,-1430.309501605,0.96378
gdb_16680,CC1C2CC1C(=O)C2,3.95694,1.72227,1.57955,3.1819,71.65,-0.2304,-0.0026,0.2277,886.9362,0.155442,-347.81689,-347.810003,-347.809059,-347.847671,27.54,-1770.9414670931,-1782.6181545651,-1792.694694087,-1650.1290418501,0.79619896
gdb_20325,C#CCc1ncon1,5.97147,1.32268,1.20665,1.0164,60.1,-0.2732,-0.0308,0.2424,951.8307,0.083762,-377.485036,-377.47821,-377.477266,-377.516876,24.188,-1266.176992547,-1272.559386586,-1279.077950078,-1185.5257708131,0.68346685
gdb_19661,CN1C2CC3OC2C13,4.5535,2.0818,1.87745,1.159,66.87,-0.2146,0.0754,0.2899,765.7186,0.14409,-363.79162,-363.785572,-363.784628,-363.821392,25.046,-1606.480143319,-1617.794130589,-1627.277674106,-1491.411935462,0.9309903
gdb_22480,CCC(=NO)C#CC=O,3.30121,0.70881,0.6056,3.7325,87.35,-0.2565,-0.085,0.1715,1762.844,0.121068,-437.824503,-437.814411,-437.813467,-437.861335,34.027,-1586.933237969,-1594.821026099,-1603.710946102,-1480.283063347,0.9286181
gdb_1937,N=C1CC(O1)C#N,8.16794,1.69622,1.6012,2.7802,53.21,-0.2928,-0.016,0.2768,736.5782,0.078945,-339.438949,-339.432887,-339.431943,-339.46916,21.428,-1141.105036212,-1147.077666874,-1153.00386187,-1068.558720722,0.5140504
gdb_28195,c1coc2c1nc([nH]2)O,5.39515,1.3182,1.05936,1.6358,64.94,-0.1903,0.028,0.2183,1025.257,0.091842,-452.777447,-452.770678,-452.769734,-452.808504,26.163,-1409.143623035,-1416.450337831,-1423.561269819,-1318.617919677,0.62628
gdb_17524,OCC12CC3C(C1)C23,4.48274,1.68314,1.56428,1.5407,71.01,-0.2421,0.0676,0.3097,875.6924,0.1547,-347.745262,-347.738171,-347.737227,-347.776485,27.938,-1725.9942524411,-1737.5429280771,-1747.619467599,-1605.459186176,0.9199994
gdb_6040,CCC(C)(C)C(=O)N,2.85357,1.47891,1.34887,3.3182,74.52,-0.2376,0.0373,0.2749,1069.3029,0.186481,-366.310682,-366.300388,-366.299444,-366.345932,37.44,-1931.5109800491,-1943.7147750811,-1955.570302618,-1793.1383429501,0.93410236
gdb_17096,O=CC1=CC2CC1C2,4.81523,1.58272,1.4548,3.5491,73.15,-0.2463,-0.0583,0.188,888.7978,0.132231,-346.58741,-346.581048,-346.580104,-346.618024,24.935,-1627.283321687,-1637.512345896,-1646.402893408,-1519.737064213,0.8670954
gdb_7684,CC1(O)C2NC(=O)C12,4.10657,1.64017,1.54095,4.3687,61.74,-0.2398,0.0077,0.2475,856.1513,0.117778,-399.786707,-399.779249,-399.778305,-399.817986,28.542,-1467.063958753,-1475.715425336,-1484.012976843,-1366.056345059,0.9332635
gdb_26591,Cc1c(ncoc1=O)N,2.37504,1.89467,1.06119,4.5953,72.14,-0.2222,-0.0394,0.1828,1057.8213,0.113231,-454.02504,-454.016812,-454.015868,-454.057763,30.429,-1564.167838958,-1572.336123611,-1580.633047609,-1461.316603822,0.023051193
gdb_23978,C#Cc1coc(n1)C#C,6.22808,0.95137,0.8253,1.547,82.76,-0.2357,-0.0459,0.1899,1281.8039,0.076234,-398.310765,-398.303149,-398.302204,-398.342949,28.335,-1401.919111918,-1407.8070288651,-1414.324337339,-1319.35022268,0.97807306
gdb_16098,C#CC12OC1CC=C2,4.80941,1.7195,1.47149,1.9325,69.33,-0.2485,-0.0121,0.2365,850.0053,0.106456,-345.354598,-345.347915,-345.346971,-345.38516,26.208,-1481.534316293,-1489.784804625,-1497.489360127,-1387.326390123,0.9869158
gdb_23054,CC1CC11NCC1=NO,3.15664,1.07286,0.93558,1.0169,81.86,-0.2161,0.0034,0.2196,1318.2373,0.157944,-419.125731,-419.116469,-419.115525,-419.159818,34.455,-1763.342960612,-1774.4172394441,-1785.086147462,-1634.86174788,0.113843344
gdb_15438,COCC1CC1CO,5.09644,0.85862,0.79422,2.2075,73.14,-0.2501,0.0761,0.3262,1469.3149,0.175372,-386.10309,-386.093472,-386.092528,-386.138257,33.512,-1813.5160702161,-1825.2555085881,-1836.51804012,-1681.828914003,0.5938062
gdb_25086,c1c2n(c(=O)[nH]1)CCO2,3.30201,1.66024,1.12475,2.9785,67.05,-0.1817,0.0646,0.2463,1006.0052,0.115409,-453.991706,-453.984329,-453.983385,-454.023801,27.31,-1543.2504539521,-1551.952748764,-1560.249672762,-1440.005143164,0.74182063
gdb_24265,C1C2OC2C2=C1C=CN2,3.94532,1.56511,1.21697,2.2464,74.93,-0.1978,0.0295,0.2273,984.0335,0.127756,-400.763489,-400.757027,-400.756083,-400.794118,26.55,-1685.3222566061,-1695.488529915,-1704.378449918,-1575.0356673291,0.8781671
gdb_5350,c1cnc(cn1)C#N,6.03706,1.62284,1.27902,4.0331,65.94,-0.2787,-0.0885,0.1901,851.4152,0.075094,-356.497715,-356.491833,-356.490889,-356.527901,21.312,-1262.204860577,-1268.291070368,-1274.216637855,-1187.149136596,0.07426926
gdb_21221,Cc1nc(no1)NC,7.05291,1.29641,1.11249,1.7744,64.44,-0.2234,-0.0009,0.2225,1055.5687,0.119079,-395.99501,-395.986925,-395.985981,-396.028029,27.874,-1436.900856141,-1445.158247072,-1453.455798579,-1336.624917941,0.7727518
gdb_47,C1CCC1,10.66107,10.66107,6.30452,0.0,41.83,-0.2982,0.0956,0.3938,268.4432,0.110511,-157.115484,-157.111322,-157.110378,-157.141657,14.696,-1083.213565908,-1091.267016414,-1097.788089942,-1009.645038257,0.8562034
gdb_10039,CCC(CC#N)C#N,3.42315,1.25044,0.98498,5.9315,69.25,-0.3291,0.013,0.3421,1169.3527,0.129826,-342.820932,-342.812078,-342.811134,-342.854942,30.479,-1612.9453685461,-1621.610012818,-1630.50056033,-1507.1699414701,0.47625366
gdb_18598,CC1OC2CCOC12,3.39725,2.12198,1.73075,0.7767,66.81,-0.2443,0.0887,0.333,829.1056,0.155259,-384.935462,-384.928378,-384.927434,-384.966647,27.236,-1708.670611478,-1720.223052168,-1730.29959169,-1587.855676199,0.93167675
gdb_22722,CCC12CC1C(C2)=NO,3.81633,0.92847,0.82522,1.5121,84.99,-0.2262,0.0186,0.2448,1445.0593,0.169676,-403.08608,-403.076896,-403.075952,-403.120133,34.84,-1887.0657725971,-1899.0781773841,-1910.340081407,-1752.1858505921,0.08459307
gdb_8628,CC(CO)(C#C)C#C,2.10775,1.87763,1.57809,1.9341,72.27,-0.2576,0.035,0.2925,950.601,0.125861,-346.522311,-346.512706,-346.511762,-346.555988,34.63,-1586.433113296,-1594.627125818,-1603.51767333,-1480.808915889,0.014814353
gdb_19156,COC1(CC1)C2CC2,3.08687,1.71364,1.35467,1.0842,75.37,-0.225,0.0852,0.3102,1009.1957,0.175928,-348.959617,-348.951081,-348.950137,-348.992788,32.255,-1860.161324222,-1872.580354841,-1883.842886373,-1727.477683717,0.050800126
gdb_20842,CCc1cc([nH]n1)C,5.17206,1.24572,1.08237,2.3917,75.24,-0.2277,0.0296,0.2574,1146.6982,0.154768,-344.025109,-344.0166,-344.015655,-344.059084,30.3,-1740.725653725,-1751.38389409,-1761.459806103,-1621.557302062,0.40115583
gdb_19338,N#CC12OC1C1CC21,5.24009,1.69234,1.52458,4.3104,62.63,-0.2587,-0.0135,0.2451,812.5481,0.095412,-361.389418,-361.383223,-361.382279,-361.419633,24.125,-1354.780008329,-1362.4475408,-1369.559100297,-1266.731710503,0.97030324
gdb_6314,[NH3+]C(CC([O-])=O)C#C,4.52159,1.16736,0.95942,6.0352,64.03,-0.2524,0.0118,0.2642,1138.8056,0.118261,-399.798592,-399.790354,-399.78941,-399.831537,29.976,-1474.521903218,-1482.683912781,-1490.981464288,-1374.5597195181,0.37128198
gdb_20246,C1C2C3C4C=C1C2N34,4.13095,3.03493,2.47654,2.0777,68.87,-0.2074,-0.0316,0.1758,618.6837,0.121361,-325.406725,-325.401739,-325.400794,-325.435317,21.808,-1501.973539441,-1512.1774632901,-1520.474387288,-1399.7918564081,0.9733785
gdb_23148,CCCC(=NO)C1CO1,2.05891,1.07575,0.75052,1.2217,79.28,-0.245,0.0013,0.2462,1546.2754,0.168344,-440.22441,-440.214318,-440.213374,-440.26026,36.112,-1837.193239804,-1848.63523891,-1859.897142933,-1703.1849278001,0.09458976
gdb_16507,CC12C=CC3CC1N23,3.81572,2.46365,1.86823,1.5903,71.62,-0.2108,0.0058,0.2166,761.5508,0.143938,-326.690923,-326.684585,-326.683641,-326.720835,26.094,-1679.967722309,-1691.1003594781,-1700.583902995,-1565.2433893841,0.313971
gdb_18988,C1CN2C1C1OCC21,3.83367,2.22843,2.09687,0.349,66.37,-0.2107,0.0546,0.2654,737.7456,0.144606,-363.779641,-363.773568,-363.772624,-363.809936,24.343,-1598.9632130081,-1610.2615125531,-1619.74505607,-1484.223192358,0.949131
gdb_7034,N=COC(=O)NC=O,8.38528,1.00157,0.8947,2.4783,56.69,-0.2767,-0.0423,0.2344,1176.9144,0.082894,-451.851556,-451.84366,-451.842716,-451.884823,26.03,-1222.8198857011,-1228.529590092,-1235.048153584,-1142.552071966,0.9160545
gdb_5307,CC(O)C1=CC=CN1,4.41354,1.5396,1.18905,0.7508,70.9,-0.2006,0.038,0.2386,1001.3511,0.143467,-363.901528,-363.893756,-363.892812,-363.933737,29.544,-1675.448402491,-1685.680564245,-1695.164107762,-1561.909434067,0.9780141
gdb_6471,CC1CC(C)(CO)O1,3.13338,1.58705,1.32129,2.5095,70.93,-0.2453,0.0751,0.3205,1030.0835,0.175587,-386.135248,-386.126348,-386.125404,-386.168556,33.384,-1833.6955046381,-1845.8854944721,-1857.148026004,-1700.8418091941,0.8299959
gdb_1916,CC1CC2(O)CC12,5.69634,2.04985,1.80069,1.0968,63.93,-0.2465,0.083,0.3295,755.4915,0.147979,-309.688191,-309.681127,-309.680183,-309.718614,27.422,-1594.0297372501,-1604.7061753761,-1614.190346402,-1482.11978219,0.7808035
gdb_12095,CC1OC1C1(C)CO1,3.39764,1.53686,1.44253,2.4389,67.23,-0.2639,0.0772,0.3411,967.0218,0.151172,-384.90205,-384.893497,-384.892553,-384.935432,31.252,-1687.70428077,-1698.334910739,-1708.411450261,-1568.267982764,0.7374937
gdb_21365,c1cn2cnnc2[nH]1,5.60904,2.32372,1.64304,6.0599,60.27,-0.2147,0.0049,0.2196,701.875,0.087729,-373.719115,-373.713605,-373.712661,-373.748474,21.496,-1252.188561919,-1259.396130293,-1265.914693785,-1169.62030019,0.85140526
gdb_3143,N=C1OCC11CO1,4.58423,2.75041,1.96809,2.7418,52.25,-0.2727,-0.0005,0.2721,636.5598,0.090153,-360.476593,-360.470684,-360.469739,-360.506347,21.568,-1176.655303589,-1183.612495872,-1190.131059364,-1097.188818847,0.6819789
gdb_15867,CC1OC(C)C1C#C,2.40262,2.17235,1.38075,1.1937,73.55,-0.2484,0.0407,0.2891,957.9388,0.151538,-347.763598,-347.754903,-347.753959,-347.796892,32.105,-1737.500257465,-1748.042408665,-1758.118948187,-1618.264762339,0.04497456
gdb_28115,Cc1[nH]c2c(n1)[nH]cn2,5.32282,1.31185,1.05942,0.5919,75.13,-0.1931,0.0131,0.2062,1078.3641,0.116343,-413.046136,-413.038898,-413.037954,-413.077903,27.438,-1553.206511746,-1561.996030309,-1570.292954307,-1449.651211512,0.8589289
gdb_9973,C#CCC(C#C)C#N,3.27939,1.42917,1.03627,3.7072,69.67,-0.2804,0.0027,0.2831,1065.802,0.092654,-324.263319,-324.254861,-324.253917,-324.296543,29.862,-1412.3276037011,-1418.5757108141,-1425.687270311,-1326.423504128,0.005848119
